"logFC","AveExpr","t","P.Value","adj.P.Val","uid","stdev.unscaled","SE"
-5.96154455613577,-5.96060156246673,-13.5919146746239,7.20806180016522e-34,8.35019997890467e-32,"FOXO_CTCF_FOXO",0.353930041063225,0.419257351647526
-6.36414653155574,-6.34065714770606,-13.5499779375113,1.0372919228453e-33,8.35019997890467e-32,"NFKB_CTCF_NFKB",0.380108129607808,0.450267310681876
-5.57997945523636,-5.58002030274012,-12.675081239441,1.91318119031738e-30,1.026740572137e-28,"MYC_MYC_MYC_MYC",0.354118128354539,0.419480155508419
-5.70309371779157,-5.69823949700593,-12.0850748615013,2.7831892465182e-28,1.12023367172357e-26,"RUNX3_NFKB_RUNX3",0.38000650375197,0.45014692704038
-5.1919588207608,-5.1909938409863,-11.7503620980854,4.51790120398649e-27,1.45476418768365e-25,"FOXO_FOXO_FOXO",0.354109557086543,0.419470002182328
-5.18893398393791,-5.16820380324999,-11.5623600420036,2.13334975701154e-26,5.72448851464763e-25,"MYC_IRF_MYC",0.359646472382807,0.426028904151866
-5.28574864114708,-5.32240254950084,-11.46633263519,4.69596060833371e-26,1.08007093991675e-24,"MYC_IRF",0.369786177507574,0.438040164638052
-5.21493040683732,-5.18213330457283,-11.4145730240996,7.17691583354571e-26,1.44435431150107e-24,"PU1_MYC_PU1",0.36622550295388,0.4338222718054
-5.08812457682882,-5.09097152731982,-11.3987050961707,8.17222839741943e-26,1.46192085776059e-24,"MYC_PU1_MYC",0.357344132729652,0.423301605777659
-6.41976835621181,-6.34944839171203,-11.1558030125177,5.9137506191862e-25,9.52113849688979e-24,"MEF2_RUNX3",0.465893112123663,0.551886219528049
-5.1535804207182,-5.16778979620464,-11.0265105671044,1.68239821316082e-24,2.46241920289901e-23,"RUNX3_PU1",0.374417372557046,0.443526171323361
-4.83676135659908,-4.83619310865374,-10.9038115669715,4.51671377524654e-24,6.05992431512244e-23,"PU1_CTCF_PU1",0.354102208986183,0.419461297792366
-6.63724011888465,-6.63609531841454,-10.8658868987089,6.1268248047191e-24,7.58783687353673e-23,"RUNX3_MEF2_RUNX3",0.495219383113165,0.586625442770645
-5.16763826417019,-5.14882135069873,-10.8408354526796,7.48427948947059e-24,8.60692141289117e-23,"NFKB_RUNX3",0.381924855266068,0.452419361934332
-5.02022099179205,-4.99700224747306,-10.8130306259083,9.34952676297691e-24,1.00351587255952e-22,"NFKB",0.371397941564539,0.43994942311177
-5.36028064342406,-5.30431315824274,-10.7356419500605,1.73468955647083e-23,1.74553136619877e-22,"MEF2_IRF_MEF2",0.400815340566863,0.4747965944935
-5.859643625295,-5.82688776103237,-10.726528705729,1.86568634675243e-23,1.76691471663024e-22,"MEF2",0.440455993524665,0.521753996376484
-4.89148354829584,-4.86431143402036,-10.6916262132633,2.46295921487901e-23,2.20298018664178e-22,"PU1_RUNX3_PU1",0.365450422872189,0.432904129843253
-4.6759113378874,-4.67506495400911,-10.5263553540995,9.13257574901289e-23,7.73865629258461e-22,"MYC_MYC_MYC",0.353899972263377,0.419221732841748
-6.1094919642206,-6.08936869760108,-10.4932890912278,1.18622077307227e-22,9.54907722323177e-22,"MEF2_MEF2_MEF2",0.470346485491176,0.557161582756196
-4.68169416152067,-4.68491079058002,-10.3410566920648,3.92390139321279e-22,3.00832440146314e-21,"IRF_NFKB_IRF",0.360713488174092,0.427292866412533
-5.5811504134865,-5.60948079790335,-10.3127298150548,4.89925199786124e-22,3.5853616893439e-21,"CTCF_CTCF_CTCF",0.435332315412797,0.515684605630722
-4.59730228068946,-4.59657716613725,-10.247970799872,8.12304423124663e-22,5.52110542189136e-21,"FOXO_RUNX3_FOXO",0.357038138431331,0.422939131999655
-5.9759372235757,-6.0505281521673,-10.2463539896102,8.23021926244675e-22,5.52110542189136e-21,"MYC_MYC_MYC_MYC_MYC",0.470678347911475,0.557554699313999
-4.54650455277894,-4.54619800733548,-10.2259431493064,9.64474450961553e-22,6.2112154641924e-21,"FOXO_MYC_FOXO",0.353613722700772,0.418882648221614
-5.45420173967361,-5.45529863734851,-10.2075849381298,1.11295419984674e-21,6.8917548528971e-21,"RUNX3_NFKB",0.429317671996295,0.508559797964407
-4.59850695106473,-4.59869306463908,-10.2025927506963,1.1568031630971e-21,6.89797441698643e-21,"IRF_RUNX3_IRF",0.358725813044816,0.424938312365262
-5.26909572511306,-5.27048708964943,-10.1481305042312,1.76668702112808e-21,1.01584503714865e-20,"RUNX3_CTCF_RUNX3",0.416434652704084,0.493298870879916
-4.67463640938049,-4.67232971217667,-10.1240421551875,2.1293655506823e-21,1.18216501262017e-20,"MYC_NFKB",0.367857080941641,0.435755001403883
-4.91333739273335,-4.9072197313671,-9.90321641782026,1.168670299208e-20,6.27186393908291e-20,"MYC_FOXO_MYC",0.396407369586552,0.46957501388454
-4.47703770110661,-4.48638303935577,-9.87166540242418,1.48805484298326e-20,7.72828482968723e-20,"PU1_FOXO_PU1",0.360363821736413,0.426878659626975
-6.14002729490359,-6.16992870160482,-9.75719480023197,3.56816064088584e-20,1.79523082244569e-19,"NFKB_CTCF",0.50847186738713,0.602324029538702
-4.75403127307796,-4.77471172252339,-9.68209439516203,6.30447798064305e-20,3.07582107540464e-19,"MYC_MYC",0.391570692793037,0.463845598271407
-4.81586285804656,-4.74499239223473,-9.67539255294377,6.63295370043403e-20,3.14089866402905e-19,"NFKB_MYC",0.397236761031379,0.470557491832986
-5.86153099005136,-5.86375801214548,-9.63724561651933,8.85884726764501e-20,4.0750697431167e-19,"FOXO_CTCF",0.490405384272729,0.580922890936919
-4.21681830224761,-4.21323506489298,-9.55044509591441,1.70310937538513e-19,7.48424308046243e-19,"MYC_NFKB_MYC",0.349483000571013,0.413989490197185
-5.80566040182596,-5.810419919925,-9.54925104144956,1.71998132905037e-19,7.48424308046243e-19,"IRF_CTCF",0.48998524636764,0.580425205278801
-5.06891871465965,-5.06614103361945,-9.50946811174863,2.31773766923959e-19,9.81988854598879e-19,"PU1_PU1_PU1",0.426632391178378,0.50537887633151
-5.36261297335252,-5.32406179429801,-9.49690380005337,2.5473398972851e-19,1.05159416272539e-18,"RUNX3_MYC_RUNX3",0.453303412244024,0.536972751844667
-6.35995388025014,-6.39916500332003,-9.47224218437265,3.06865602469678e-19,1.23513404994045e-18,"FOXO_CTCF_FOXO_CTCF",0.543368434188368,0.643661696538448
-4.27420836739375,-4.27336758462732,-9.43453377300816,4.06114366372186e-19,1.59474178014444e-18,"PU1",0.358911846954986,0.42515868383828
-5.56822315296785,-5.57789597249225,-9.41538805868775,4.68872304008657e-19,1.78265460000828e-18,"CTCF_RUNX3",0.47566298315837,0.563459383093494
-4.97499695465656,-4.97482985914807,-9.41327140212707,4.7611271925687e-19,1.78265460000828e-18,"MYC_RUNX3_MYC",0.422569346103889,0.500565886983566
-5.72446984826588,-5.67662723404521,-9.34593413705726,7.86769413453675e-19,2.87886080831913e-18,"CTCF_CTCF",0.493311032344089,0.584364854528251
-5.55469464493604,-5.53729791996204,-9.29293641974503,1.16574995268141e-18,4.17079427514904e-18,"RUNX3_PU1_RUNX3",0.4807017749505,0.569428219465579
-4.91958117592046,-4.90983426187093,-9.25095778856925,1.58963691646743e-18,5.56372920763602e-18,"RUNX3_IRF",0.424926689513659,0.503358341537395
-5.27703147218297,-5.32066061007843,-9.2187418842456,2.01718071442614e-18,6.90991691537464e-18,"MEF2_FOXO_MEF2",0.459144260699042,0.543891686013886
-5.1798855789037,-5.12635394509145,-9.15617454819137,3.19741730214758e-18,1.07246705342867e-17,"RUNX3",0.453325072338033,0.536998409891731
-5.5959331328668,-5.58111138203506,-9.11371817666631,4.36880047570878e-18,1.43546301344717e-17,"RUNX3_RUNX3",0.493974444424948,0.585150717155895
-5.79838551136563,-5.81971114567162,-9.10690558934768,4.59401765835379e-18,1.47927368598992e-17,"MYC_CTCF_MYC",0.513110708958811,0.607819094117603
-5.68269699074318,-5.68270509886189,-9.06098650828056,6.42740018103424e-18,2.02904201793434e-17,"CTCF",0.504932709681394,0.598131625067151
-4.74031510534362,-4.77015375691093,-9.05122040120318,6.89543603824499e-18,2.13493308107201e-17,"IRF_RUNX3",0.417584069679967,0.494660443680574
-5.49874455251722,-5.48231113525254,-8.9931745158246,1.05350368646826e-17,3.20026591549793e-17,"RUNX3_MEF2",0.491472604235324,0.582187095054204
-4.02597734750309,-4.02696925289958,-8.98298805794382,1.13326817456301e-17,3.37881807601193e-17,"PU1_NFKB_PU1",0.35362548048128,0.418896576216825
-4.47676077889213,-4.47372369431539,-8.97888882471189,1.16770870395938e-17,3.41820184249926e-17,"IRF_CTCF_IRF",0.396168987907584,0.46929263245372
-4.1108768790567,-4.10526139847323,-8.9687232215934,1.2570592292717e-17,3.61404528415614e-17,"IRF_MYC",0.362179114223162,0.429029013177562
-5.37008779160494,-5.34178542361869,-8.96142418741341,1.32669711349721e-17,3.74733746093072e-17,"RUNX3_MYC",0.481094179301267,0.569893052595831
-4.1957891673919,-4.17984658715297,-8.95473125264131,1.39148797375534e-17,3.86257868576913e-17,"IRF_NFKB",0.370749905437209,0.439181774483527
-5.71324996672725,-5.73111278057444,-8.81400715268828,3.85188522412262e-17,1.0511076628538e-16,"PU1_CTCF",0.522007833827244,0.618358422732972
-3.94618616468701,-3.94613589249855,-8.79264370694344,4.48286922676439e-17,1.20290324251511e-16,"FOXO_IRF",0.353620047661016,0.418890140623426
-4.76798255687853,-4.77719263294931,-8.78473883836971,4.7465318897775e-17,1.25277317090849e-16,"FOXO",0.432910063727335,0.512815262232745
-5.65675215098573,-5.60352102710058,-8.74272570720457,6.42272962653728e-17,1.66783785463307e-16,"FOXO_MYC_FOXO_MYC",0.52080854677365,0.616937774990146
-6.5813263706608,-6.45879670204339,-8.69953862150156,8.77174766552586e-17,2.24166884785661e-16,"CTCF_RUNX3_CTCF",0.613112555543569,0.726278971761891
-3.91934383724873,-3.92340452689332,-8.68445772816746,9.71955216368162e-17,2.44507484117616e-16,"FOXO_PU1_FOXO",0.355416001740521,0.421017586343467
-4.6624830884188,-4.64105820128156,-8.64208783759324,1.31453977132927e-16,3.25601389513865e-16,"RUNX3_FOXO",0.42975043000379,0.509072433104339
-5.21139934434874,-5.21806753127814,-8.58115994711362,2.02650431696273e-16,4.94344234895454e-16,"CTCF_PU1",0.486802123329515,0.576654551250894
