"logFC","AveExpr","t","P.Value","adj.P.Val","uid","stdev.unscaled","SE"
6.47675475205508,6.48341874405313,22.6650079986175,5.83368346072871e-69,9.39223037177323e-67,"IRF_PU1",0.230803720288879,0.274154782852947
4.80425093036875,4.81103376563501,17.698226323864,9.81800670969291e-50,7.90349540130279e-48,"MYC_MYC_MYC",0.216017752328246,0.256591617794584
3.18040186273042,3.21477172638037,9.71580283303053,4.88162342539596e-20,2.61980457162916e-18,"RUNX3_PU1_RUNX3",0.252789726002921,0.300270343792747
2.25054114498338,2.26294762795935,7.93369134814504,1.77479621338086e-14,7.14355475885797e-13,"FOXO_RUNX3_FOXO",0.210901800395273,0.250514754347518
3.44737892722012,3.45993354604679,7.78617088618385,4.76756824194011e-14,1.52191572058001e-12,"IRF_IRF_IRF_IRF_IRF",0.344304814616363,0.408974394209197
2.45955914352008,2.48843802762101,7.76003599707483,5.671735604646e-14,1.52191572058001e-12,"MYC",0.238297420268024,0.283055998517826
2.45540301753777,2.48116927091133,7.65912211547592,1.10552766004806e-13,2.54271361811053e-12,"MEF2_IRF",0.240980310539245,0.286242806766862
2.69171953515147,2.77944526698015,7.25313713586259,1.52741710246213e-12,3.07392691870503e-11,"NFKB_NFKB_NFKB_NFKB_NFKB",0.281898200030016,0.334846161574586
1.97673151444857,1.98551138688978,6.84449020401163,1.94309833487388e-11,3.47598702127438e-10,"IRF_IRF_IRF",0.21078511335331,0.250376150383028
1.91464315921649,1.91566383616876,6.60032433097325,8.44874513314001e-11,1.36024796643554e-09,"IRF_FOXO_IRF",0.21066329715834,0.250231453874504
2.43495000751263,2.47676284215355,6.11404426365241,1.40474006559233e-09,2.05602864145787e-08,"MYC_MEF2",0.299062076485342,0.355233869435773
2.49078035824379,2.52168148595107,5.82951059061275,6.75488211221866e-09,9.06280016722671e-08,"IRF_IRF_IRF_IRF",0.321721841284167,0.382149739293267
1.7172046981626,1.7216796518174,5.50340799344463,3.80683612485933e-08,4.71462012386425e-07,"IRF_PU1_IRF",0.222449039942511,0.264230871863569
1.63725400831418,1.64346004058446,5.40716461502359,6.24973171900119e-08,7.18719147685137e-07,"IRF_MEF2_IRF",0.213960461413424,0.254147913060048
2.11757471512002,2.17079837588481,5.10463563575113,2.8410080309996e-07,3.04934861993957e-06,"CTCF_NFKB",0.305857058382337,0.363305129223652
1.70206996694385,1.73483256724938,4.93009632777921,6.59279720077646e-07,6.63400218328131e-06,"FOXO_NFKB_FOXO_FOXO",0.245732783052486,0.291887919715004
1.80428139028658,1.80552325169778,4.62014208612739,2.77783562636775e-06,2.63077374026593e-05,"MYC_FOXO",0.280843182599774,0.333592983878265
1.45853705438544,1.47240292417393,4.52423299685257,4.26834393841531e-06,3.7988958939861e-05,"IRF_FOXO",0.222460320038213,0.264244270660538
-1.84225558672553,-1.7112648514274,-4.51328703573333,4.48316906743701e-06,3.7988958939861e-05,"FOXO_CTCF_FOXO_CTCF",0.294575744214835,0.349904884929425
-1.81141027673353,-1.72382997633441,-4.33822876659567,9.63028091472709e-06,7.75237613635531e-05,"NFKB_CTCF",0.300476784458487,0.356914297102591
1.84855681596675,1.85992877537162,4.26428470734627,1.32080954985045e-05,0.000101262065488535,"FOXO_NFKB_FOXO_NFKB_FOXO",0.313020780417518,0.371814388331415
1.39815584605344,1.41184791845357,4.20713626111397,1.67872883618564e-05,0.000122852428466313,"IRF_IRF",0.227144762059123,0.269808575184842
1.24595190539487,1.24700920828306,4.1290832260516,2.32269981667548e-05,0.000162588987167284,"NFKB_MYC_NFKB",0.200405856342148,0.238047393513301
1.87598019472922,1.88255619991805,4.0618764519286,3.06686585474506e-05,0.000205735584422481,"FOXO_CTCF_FOXO_FOXO",0.334302819477598,0.397093759001358
-1.54727263058235,-1.54495723968566,-3.8690545609368,6.61748878802867e-05,0.000426166277949046,"RUNX3_MEF2_RUNX3",0.279439448925612,0.33192559177496
1.34225488972004,1.34522139398562,3.82742721751265,7.77976085295308e-05,0.000481746729740556,"CTCF_CTCF_CTCF",0.237383329468179,0.281970217212283
1.36762740718925,1.38185408120501,3.61941392465436,0.000171477156907623,0.00102251193563435,"CTCF_PU1",0.256927749203518,0.305185597544204
1.13400353847261,1.13990131009166,3.59344722671886,0.000188689831903887,0.00108496653344735,"NFKB_NFKB_NFKB",0.20405087927696,0.242377048468327
